Domain,Topic,Skill,Sub-skill
Numbers,Concepts in rational numbers,Comparing and ordering rational numbers,Differentiating between comparisons of absolute value and statements about the order of rational numbers
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Adding two or more rational numbers (including interpreting sums in real-world contexts)
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Understanding the concept of additive inverses in the context of rational numbers
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Understanding the representation of p + q on a number line where p and q are rational numbers
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Subtracting two or more rational numbers (including interpreting differences in real-world contexts)
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Calculating the distance between two rational numbers as the absolute value of their difference (including interpreting differences in real-world contexts)
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Applying properties of operations as strategies to add and subtract rational numbers
Numbers,Operations on rational numbers,Adding and subtracting rational numbers,Explaining/demonstrating why the sum or difference of two rational numbers is rational
Numbers,Operations on rational numbers,Multiplying and dividing rational numbers,Applying prior understanding of properties of multiplication to multiply rational numbers (including interpreting products in real-world contexts)
Numbers,Operations on rational numbers,Multiplying and dividing rational numbers,Applying prior understanding of properties of division to divide two rational numbers (including interpreting quotients in real-world contexts)
Numbers,Operations on rational numbers,Multiplying and dividing rational numbers,Applying properties of operations as strategies to multiply and divide rational numbers
Numbers,Operations on rational numbers,Multiplying and dividing rational numbers,Converting a rational number to a decimal number using division and vice versa
Numbers,Operations on rational numbers,Multiplying and dividing rational numbers,Understanding patterns in the decimal form of a rational number (either terminates in zeroes or eventually repeats)
Numbers,Operations on rational numbers,Multiplying and dividing rational numbers,Explaining/demonstrating why the product or quotient of two rational numbers is rational
Numbers,Operations on rational numbers,Applying operations on rational numbers to solve mathematical and real-world problems,"Evaluating expressions involving a mix of addition, subtraction, multiplication and/or division of rational numbers"
Numbers,Operations on rational numbers,Applying operations on rational numbers to solve mathematical and real-world problems,Solving problems involving multiple operations on rational numbers
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Classifying different subsets of real numbers
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Defining irrational numbers
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Locating irrational numbers (approximately) on a number line
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Using rational approximations to compare irrational numbers
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Estimating the value of expressions involving irrational numbers
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Knowing that numbers such as √2 are irrational
Numbers,Concepts in irrational numbers,Understanding irrational numbers,Writing a radical in its simplest form
Numbers,Operations on irrational numbers,Adding and subtracting irrational numbers,Explaining/demonstrating why the sum or difference of a rational and irrational number is irrational
Numbers,Operations on irrational numbers,Adding and subtracting irrational numbers,Adding and/or subtracting radicals
Numbers,Operations on irrational numbers,Multiplying and dividing irrational numbers,Explaining why the product or quotient of a rational and irrational number is irrational
Numbers,Operations on irrational numbers,Multiplying and dividing irrational numbers,Multiplying and/or dividing radicals
Numbers,Operations on irrational numbers,Solving problems involving mixed operations on radicals,Simplifying multi-operation expressions involving radicals (including denominator rationalisation)
Numbers,Scientific notation,Understanding and writing numbers in scientific notation,Converting scientific notation to standard form and vice versa
Numbers,Scientific notation,Understanding and writing numbers in scientific notation,Writing very large or very small quantities using scientific notation
Numbers,Scientific notation,Understanding and writing numbers in scientific notation,Interpreting scientific notation that has been generated by technology
Numbers,Scientific notation,Estimating quantities and units using scientific notation,Estimating very large or very small quantities using scientific notation
Numbers,Scientific notation,Estimating quantities and units using scientific notation,Choosing units of appropriate size for measuring very large or very small quantities
Numbers,Scientific notation,Applying operations on numbers expressed using scientific notation to solve mathematical and real-world problems,Performing addition and/or subtraction with numbers expressed in the scientific notation
Numbers,Scientific notation,Applying operations on numbers expressed using scientific notation to solve mathematical and real-world problems,Performing multiplication and/or division with numbers expressed in the scientific notation
Numbers,Scientific notation,Applying operations on numbers expressed using scientific notation to solve mathematical and real-world problems,Performing multiple operations with numbers expressed in the scientific notation
Numbers,Scientific notation,Applying operations on numbers expressed using scientific notation to solve mathematical and real-world problems,Solving real-world problems involving scientific notation
Numbers,Concepts in complex numbers,Understanding and using complex number notation,Knowing the existence of a complex number i and that i^2 = –1
Numbers,Concepts in complex numbers,Understanding and using complex number notation,Understanding that every complex number has the form of a + bi where a and b are real numbers
Numbers,Concepts in complex numbers,Understanding and using complex number notation,Finding the square root of a negative number
Numbers,Concepts in complex numbers,Representing complex numbers,Representing complex numbers in the rectangular form
Numbers,Concepts in complex numbers,Representing complex numbers,Representing complex numbers in the polar form
Numbers,Concepts in complex numbers,Representing complex numbers,Understanding why the rectangular and polar forms of a complex number represent the same number
Numbers,Concepts in complex numbers,Representing complex numbers,Understanding equality of two or more complex numbers
Numbers,Concepts in complex numbers,Representing complex numbers,Finding the modulus and/or argument of a complex number
Numbers,Concepts in complex numbers,Understanding and applying conjugates of complex numbers,Finding the conjugate of a complex number
Numbers,Concepts in complex numbers,Understanding and applying conjugates of complex numbers,Representing conjugation of complex numbers geometrically on the complex plane
Numbers,Operations on complex numbers,Adding and subtracting complex numbers,"Using different properties (commutative, associative) to add and/or subtract complex numbers"
Numbers,Operations on complex numbers,Adding and subtracting complex numbers,Representing addition and subtraction of complex numbers geometrically on the complex plane
Numbers,Operations on complex numbers,Multiplying complex numbers,"Using i^2 = –1 and different properties (commutative, associative, distributive) to multiply complex numbers (including cases where addition/subtraction are involved)"
Numbers,Operations on complex numbers,Multiplying complex numbers,Representing multiplication of complex numbers geometrically on the complex plane
Numbers,Operations on complex numbers,Understanding and applying conjugates of complex numbers,Applying conjugates to find quotients
Numbers,Operations on complex numbers,Applying properties of operations on complex numbers to solve problems,Calculating the distance between complex numbers
Numbers,Operations on complex numbers,Applying properties of operations on complex numbers to solve problems,Finding the midpoint of a segment connecting two complex numbers
Numbers,Operations on complex numbers,Applying properties of operations on complex numbers to solve problems,Extending algebraic polynomial identities to complex numbers
Numbers,Operations on complex numbers,Applying properties of operations on complex numbers to solve problems,Knowing the Fundamental Theorem of Algebra
Numbers,Operations on complex numbers,Applying properties of operations on complex numbers to solve problems,Showing that the Fundamental Theorem of Algebra is true for quadratic polynomials
Numbers,Operations on complex numbers,Applying properties of operations on complex numbers to solve problems,"Solving problems involving a mix of addition, subtraction, multiplication and/or division of complex numbers"
Numbers,Concepts in vectors,"Understanding, representing and using vectors",recognizing vector quantities as having both magnitude and direction
Numbers,Concepts in vectors,"Understanding, representing and using vectors",Finding the magnitude and/or direction of a vector
Numbers,Concepts in vectors,"Understanding, representing and using vectors",Representing vector quantities geometrically (directed line segments) and algebraically (using appropriate symbols)
Numbers,Concepts in vectors,"Understanding, representing and using vectors",Finding the components of a vector
Numbers,Concepts in vectors,"Understanding, representing and using vectors",Solving problems involving unit vectors
Numbers,Concepts in vectors,"Understanding, representing and using vectors",Solving real-life problems involving vector quantities (excluding operations)
Numbers,Operations on vectors,Adding and subtracting vectors,Adding vectors end-to-end using the triangle law (including determining magnitude and direction of the resultant vector)
Numbers,Operations on vectors,Adding and subtracting vectors,Adding vectors component-wise (including determining magnitude and direction of the resultant vector)
Numbers,Operations on vectors,Adding and subtracting vectors,Understanding that the magnitude of the sum of two vectors is different from the sum of the magnitudes of the vectors
Numbers,Operations on vectors,Adding and subtracting vectors,Understanding vector subtraction in terms of adding the additive inverse
Numbers,Operations on vectors,Adding and subtracting vectors,Subtracting vectors end-to-end using the triangle law (including determining magnitude and direction of the resultant vector)
Numbers,Operations on vectors,Adding and subtracting vectors,Subtracting vectors component-wise (including determining magnitude and direction of the resultant vector)
Numbers,Operations on vectors,Multiplying vectors and scalars,Representing scalar multiplication graphically
Numbers,Operations on vectors,Multiplying vectors and scalars,Performing scalar multiplication component-wise (including determining magnitude and direction of the resultant vector)
Numbers,Operations on vectors,Multiplying vectors,Solving problems involving the dot product
Numbers,Operations on vectors,Multiplying vectors,Solving problems involving the cross product
Numbers,Operations on vectors,Solving problems involving operations on vectors,"Solving problems involving one or more of addition, subtraction and multiplication of vectors"
Numbers,Matrices,Understanding and using matrices,Knowing terminology associated with matrices
Numbers,Matrices,Understanding and using matrices,Knowing types of matrices
Numbers,Matrices,Understanding and using matrices,Finding the transpose of a matrix
Numbers,Matrices,Understanding and using matrices,Representing and manipulating data through matrices
Numbers,Matrices,Adding and subtracting matrices,Understanding the role of the zero matrix in matrix addition/subtraction
Numbers,Matrices,Adding and subtracting matrices,Adding and/or subtracting matrices of appropriate dimensions
Numbers,Matrices,Multiplying matrices,Multiplying matrices by scalars
Numbers,Matrices,Multiplying matrices,Understanding the role of the identity matrix in matrix multiplication
Numbers,Matrices,Multiplying matrices,Multiplying two matrices of appropriate dimensions
Numbers,Matrices,Multiplying matrices,Understanding that matrix multiplication is not commutative
Numbers,Matrices,Multiplying matrices,Understanding that matrix multiplication is associative and distributive
Numbers,Matrices,Multiplying matrices,Multiplying a vector (column matrix) by a matrix to produce another vector
Numbers,Matrices,Multiplying matrices,Using matrix multiplication to transform vectors (column matrices)
Numbers,Matrices,Solving problems involving mixed operations,"Solving problems involving a mix of addition, subtraction and/or multiplication of matrices"
Numbers,Matrices,Understanding and applying determinants,Finding the determinant of a matrix
Numbers,Matrices,Understanding and applying determinants,Finding the inverse of a matrix (if it exists)
Numbers,Matrices,Understanding and applying determinants,Understanding the conditions for the determinant of a square matrix to be non-zero
Numbers,Matrices,Understanding and applying determinants,Interpreting the absolute value of the determinant in terms of area
Measurement,Length,Measuring lengths indirectly and by iterating length units,Comparing the lengths of two objects using a third object
Measurement,Length,Measuring lengths indirectly and by iterating length units,Ordering three objects by length
Measurement,Length,Measuring lengths indirectly and by iterating length units,recognizing that the length of an object is the number of same-size length units that span it with no gaps or overlaps
Measurement,Length,Measuring lengths indirectly and by iterating length units,Expressing the length of an object as a whole number of informal length units
Measurement,Length,Measuring and estimating lengths,Measuring lengths using appropriate tools
Measurement,Length,Measuring and estimating lengths,Describing how measurements in different units relate to the size of the units chosen
Measurement,Length,Measuring and estimating lengths,Measuring lengths using different metric units (centimetres and metres)
Measurement,Length,Measuring and estimating lengths,"Measuring lengths using non-metric units (inches, yards and feet)"
Measurement,Length,Measuring and estimating lengths,Estimating lengths using different metric units (centimetres and metres)
Measurement,Length,Measuring and estimating lengths,"Estimating lengths using non-metric units (inches, yards and feet)"
Measurement,Length,Measuring and estimating lengths,Expressing differences in length (including how much longer/shorter) using standard units
Measurement,Length,Measuring and estimating lengths,Generating measurement data by making repeated measurements of the same object
Measurement,Length,Measuring and estimating lengths,Generating measurement data by measuring lengths of several objects
Measurement,Length,Measuring and estimating lengths,Generating measurement data by measuring lengths using rulers (including fractional lengths)
Measurement,Length,Measuring and estimating lengths,Representing measurements of length (including half and quarter lengths) by making line plots
Measurement,Length,Adding and subtracting lengths within 100 units,Using addition to solve word problems involving lengths that are given in the same units
Measurement,Length,Adding and subtracting lengths within 100 units,Using subtraction to solve word problems involving lengths that are given in the same units
Measurement,Mass,Measuring and estimating masses,Measuring mass using different metric units (grams and kilograms)
Measurement,Mass,Measuring and estimating masses,Solving one-step word problems involving addition and/or subtraction of mass
Measurement,Mass,Measuring and estimating masses,Solving one-step word problems involving multiplication and/or division of mass
Measurement,Money,Working with money,Finding the total value of a set of coins or bills
Measurement,Money,Working with money,Expressing a money amount in different ways
Measurement,Money,Working with money,Solving word problems involving only dollar bills using the $ symbol appropriately
Measurement,Money,Working with money,Solving word problems involving both dollar bills and coins using the $ and ¢ symbols appropriately
Measurement,Time,Telling time,Telling time (in hours and half-hours) using analog clocks
Measurement,Time,Telling time,Telling time (in hours and half-hours) using digital clocks
Measurement,Time,Telling time,Describing time before/after the hour in different ways
Measurement,Time,Telling time,Telling time (to the nearest 5 minutes)
Measurement,Time,Telling time,Telling time (to the nearest minute)
Measurement,Time,Writing time,Writing time (in hours and half-hours)
Measurement,Time,Writing time,Writing time (to the nearest 5 minutes)
Measurement,Time,Writing time,Writing time (to the nearest minute)
Measurement,Time,Measuring time,Solving word problems involving addition of time
Measurement,Time,Measuring time,Solving word problems involving subtraction of time (including calculating time intervals)
Measurement,Time,Measuring time,"Reading, understanding and working with calendars"
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the metric units of length
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the metric units of mass
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the metric units of time
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the metric units of volume
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the non-metric units of length
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the non-metric units of mass
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Knowing relative sizes of the non-metric units of volume
Measurement,Working with units,Knowing relative sizes of measurement units within one system of units,Representing quantities using diagrams that feature a measurement scale
Measurement,Working with units,Converting between measurement units within one system of units,Expressing measurements in a larger unit in terms of a smaller unit
Measurement,Working with units,Converting between measurement units within one system of units,Expressing measurements in a smaller unit in terms of a larger unit
Measurement,Working with units,Converting between measurement units within one system of units,Generating conversion tables for pairs of units
Measurement,Working with units,Converting between measurement units within one system of units,Solving multi-step real-world problems involving conversion of units of length
Measurement,Working with units,Converting between measurement units within one system of units,Solving multi-step real-world problems involving conversion of units of mass
Measurement,Working with units,Converting between measurement units within one system of units,Solving multi-step real-world problems involving conversion of units of volume
Measurement,Working with units,Solving word problems involving units and the four basic operations,Solving word problems involving length and the four basic operations
Measurement,Working with units,Solving word problems involving units and the four basic operations,Solving word problems involving mass and the four basic operations
Measurement,Working with units,Solving word problems involving units and the four basic operations,Solving word problems involving money and the four basic operations
Measurement,Working with units,Solving word problems involving units and the four basic operations,Solving word problems involving time and the four basic operations
Measurement,Working with units,Solving word problems involving units and the four basic operations,Solving word problems involving volume and the four basic operations
Measurement,Working with units,Solving multi-step problems by reasoning with units,Choosing and interpreting units consistently in formulae
Measurement,Working with units,Solving multi-step problems by reasoning with units,Defining appropriate quantities for descriptive modelling
Measurement,Working with units,Solving multi-step problems by reasoning with units,Choosing an appropriate level of accuracy when reporting quantities
Statistics and probability,Data,Organising and representing data,Asking and answering questions about data points
Statistics and probability,Data,Organising and representing data,Organising and representing data with up to three categories using tally charts
Statistics and probability,Data,Organising and representing data,Organising and representing data with more than three categories using tally charts
Statistics and probability,Data,Organising and representing data,Drawing a picture graph (single-unit scale) with data up to four categories
Statistics and probability,Data,Organising and representing data,Drawing a scaled picture graph with three or more categories of data
Statistics and probability,Data,Organising and representing data,Drawing a bar graph (single-unit scale) with data up to four categories
Statistics and probability,Data,Organising and representing data,Drawing a scaled bar graph with three or more categories of data
Statistics and probability,Data,Organising and representing data,Representing general measurements (including fractional units) by making line plots
Statistics and probability,Data,Organising and representing data,Distinguishing between qualitative and quantitative data
Statistics and probability,Data,Organising and representing data,Representing data using line graphs
Statistics and probability,Data,Organising and representing data,Representing data using dot plots
Statistics and probability,Data,Organising and representing data,Representing data using histograms
Statistics and probability,Data,Organising and representing data,Representing data using box-and-whisker plots
Statistics and probability,Data,Organising and representing data,Representing data using stem-and-leaf plots
Statistics and probability,Data,Organising and representing data,Representing data using circle graphs (pie charts)
Statistics and probability,Data,Organising and representing data,Investigating and describing patterns such as clustering and outliers
Statistics and probability,Data,Interpreting data,Interpreting data with up to three categories using a picture graph
Statistics and probability,Data,Interpreting data,Interpreting data with more than three categories using a picture graph
Statistics and probability,Data,Interpreting data,Interpreting data with up to three categories using a bar graph
Statistics and probability,Data,Interpreting data,Interpreting data with more than three categories using a bar graph
Statistics and probability,Data,Interpreting data,"Solving problems using bar graphs (including 'putting together', 'taking apart' and 'comparing')"
Statistics and probability,Data,Interpreting data,Interpreting data with three or more categories using a scaled picture graph
Statistics and probability,Data,Interpreting data,Interpreting data with three or more categories using a scaled bar graph
Statistics and probability,Data,Interpreting data,Solving problems using scaled bar graphs (including 'how many more/less')
Statistics and probability,Data,Interpreting data,Choosing and interpreting the scale in graphs and data displays
Statistics and probability,Data,Interpreting data,Reading and analysing misleading graphs
Statistics and probability,Bivariate data,Determining appropriate data displays,Identifying and choosing appropriate data displays
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Drawing scatter plots
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Interpreting scatter plots
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Knowing that straight lines are used to model relationships in bivariate data
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Fitting a straight line and assessing its fit (informally)
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Applying the fitted straight line to identify relationships and solve problems (including interpreting slopes and intercepts)
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Fitting functions (quadratic or exponential) to data
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Using fitted functions (quadratic or exponential) to solve problems in context
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Finding a line of best fit using concepts related to the equation of a straight line
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Finding a line of best fit using technology
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Assessing the fit of a function by plotting and analysing residuals (informally)
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Calculating (using technology) and interpreting the correlation coefficient of a linear fit
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Distinguishing between correlation and causation
Statistics and probability,Bivariate data,Understanding and applying scatter plots,Interpolating and extrapolating data using linear fits
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Investigating and describing patterns such as clustering and outliers in scatter plots
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,"Investigating and describing patterns of association (positive or negative, linear or non-linear) in scatter plots"
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Constructing a two-way table on two categorical variables
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Interpreting a two-way table (including patterns of association) on two categorical variables
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Using a two-way table to find and interpret joint relative frequencies
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Using a two-way table to find and interpret marginal relative frequencies
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Using a two-way table to find and interpret conditional relative frequencies
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,Using relative frequencies to describe possible associations
Statistics and probability,Bivariate data,Identifying and interpreting patterns of association,recognizing possible trends in data
Statistics and probability,Basic statistics,Understanding statistical variability (qualitative),recognizing a statistical question
Statistics and probability,Basic statistics,Understanding statistical variability (qualitative),"Understanding that data set has a distribution which can be described by its center, spread and overall shape"
Statistics and probability,Basic statistics,Understanding statistical variability (qualitative),recognizing that a measure of central tendency summarises all of the values in the data set with a single number
Statistics and probability,Basic statistics,Understanding statistical variability (qualitative),recognizing that a measure of variation summarises how the values in a data set vary using a single number
Statistics and probability,Frequency distributions (including plots),Summarising numerical data,Summarising numerical data sets by reporting the number of observations
Statistics and probability,Frequency distributions (including plots),Summarising numerical data,Summarising numerical data sets by describing the nature of the investigated attribute (including how it was measured)
Statistics and probability,Frequency distributions (including plots),Describing and understanding distributions,Describing any overall pattern and any striking deviations from the overall pattern with reference to context
Statistics and probability,Frequency distributions (including plots),Describing and understanding distributions,Relating the choice of measures of central tendency to the shape of the data distribution and the context
Statistics and probability,Frequency distributions (including plots),Describing and understanding distributions,Relating the choice of measures of variability to the shape of the data distribution and the context
Statistics and probability,Frequency distributions (including plots),Describing and understanding distributions,Describing the shapes of distributions (including symmetric and skewed)
Statistics and probability,Frequency distributions (including plots),Describing and understanding distributions,"Comparing two or more distributions in terms of their shapes, centre and spread"
Statistics and probability,Frequency distributions (including plots),Estimating measures of central tendency,Calculating mean
Statistics and probability,Frequency distributions (including plots),Estimating measures of central tendency,Calculating median
Statistics and probability,Frequency distributions (including plots),Estimating measures of central tendency,Calculating mode
Statistics and probability,Frequency distributions (including plots),Estimating measures of central tendency,Understanding and applying the effects of data transformation (addition and multiplication) on the different measures of central tendency
Statistics and probability,Frequency distributions (including plots),Estimating measures of variability,Calculating range
Statistics and probability,Frequency distributions (including plots),Estimating measures of variability,Calculating interquartile range
Statistics and probability,Frequency distributions (including plots),Estimating measures of variability,Calculating mean absolute deviation
Statistics and probability,Frequency distributions (including plots),Estimating measures of variability,Calculating standard deviation
Statistics and probability,Frequency distributions (including plots),Estimating measures of variability,Understanding and applying the effects of data transformation (addition and multiplication) on the different measures of variability
Statistics and probability,Frequency distributions (including plots),Understanding and applying normal distributions,Using the mean and standard deviation of a data set to fit it to a normal distribution
Statistics and probability,Frequency distributions (including plots),Understanding and applying normal distributions,Using normal distributions to estimate population percentages
Statistics and probability,Frequency distributions (including plots),Understanding and applying normal distributions,recognizing that there are data sets for which normalisation cannot be done
Statistics and probability,Frequency distributions (including plots),Understanding and applying normal distributions,Using tables/technology to estimate areas under the normal curve
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Understanding representative samples and the idea that examining a sample can lead to useful information about the population
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Using data from a random sample to draw inferences about a population
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Generating multiple samples of the same size to gauge variation in predictions
Statistics and probability,Sampling and population,Estimating differences between populations using samples,Assessing the degree of visual overlap of two numerical data distributions with similar variabilities
Statistics and probability,Sampling and population,Estimating differences between populations using samples,Estimating the difference between the measures of central tendency of random samples
Statistics and probability,Sampling and population,Estimating differences between populations using samples,Expressing the difference between the measures of central tendency as a multiple of the measures of variability
Statistics and probability,Sampling and population,Drawing comparative inferences about two populations using measures of central tendency,Using the measures of central tendency of random samples to draw comparative inferences about two populations
Statistics and probability,Sampling and population,Drawing comparative inferences about two populations using measures of variability,Using the measures of variability of random samples to draw comparative inferences about two populations
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Deciding if a specified model is consistent with results from a data-generating process
Statistics and probability,Sampling and population,Using random sampling to draw inferences,"recognizing the purposes of and differences among sample surveys, experiments and observational studies"
Statistics and probability,Sampling and population,Using random sampling to draw inferences,"Explaining how randomisation relates to sample surveys, experiments and observational studies"
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Using data from a sample survey to estimate a population mean or proportion
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Developing a margin of error through the use of simulation models
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Using data from a randomised experiment to compare two treatments
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Using simulations to decide if the differences between experimentally obtained parameters are significant
Statistics and probability,Sampling and population,Using random sampling to draw inferences,Evaluating reports based on data
Statistics and probability,Probability,Developing an intuitive understanding of probability,Understanding that the probability of a chance event lies between zero and one
Statistics and probability,Probability,Developing an intuitive understanding of probability,Distinguishing between unlikely (probability closer to zero) and likely events (probability closer to one)
Statistics and probability,Probability,Understanding and applying experimental probability,Identifying outcomes in the sample space for simple events
Statistics and probability,Probability,Understanding and applying experimental probability,Estimating the probability of a chance event by collecting data (including observing long-run relative frequencies)
Statistics and probability,Probability,Understanding and applying theoretical probability,Comparing experimental probability and theoretical probability
Statistics and probability,Probability,Understanding and applying theoretical probability,Calculating theoretical probabilities for simple events
Statistics and probability,Probability,Understanding and applying theoretical probability,Calculating theoretical probabilities in the context of area models
Statistics and probability,Probability,Understanding and working with different types of events,Describing events as subsets of a sample space using characteristics of the outcomes
Statistics and probability,Probability,Understanding and working with different types of events,"Describing events as unions, intersections or complements of other events"
Statistics and probability,Probability,Understanding and working with different types of events,recognizing and explaining the concept of independent events in daily language and situations
Statistics and probability,Probability,Understanding and working with different types of events,Understanding the mathematical conditions necessary for two events to be independent
Statistics and probability,Probability,Understanding and working with different types of events,Using a two-way table as a sample space to decide if events are independent 
Statistics and probability,Probability,Developing and using probability models,Developing and using uniform probability models (equally likely outcomes)
Statistics and probability,Probability,Developing and using probability models,Developing and using non-uniform probability models by observing frequencies in data
Statistics and probability,Probability,Developing and using probability models,Finding the expected payoff for a game of chance
Statistics and probability,Probability,Developing and using probability models,Evaluating and comparing strategies based on expected values
Statistics and probability,Probability,Developing and using probability models,Using probabilities to make fair decisions
Statistics and probability,Probability,Developing and using probability models,Analysing strategies and decisions using probability concepts
Statistics and probability,Probability,Estimating probabilities of compound events,Extending the understanding of probability of simple events to reason about the probability of compound events
Statistics and probability,Probability,Estimating probabilities of compound events,Identifying outcomes in the sample space for compound events
Statistics and probability,Probability,Estimating probabilities of compound events,Representing sample spaces for compound events using lists or tables
Statistics and probability,Probability,Estimating probabilities of compound events,Representing sample spaces for compound events using tree diagrams
Statistics and probability,Probability,Estimating probabilities of compound events,Designing and using a simulation to generate frequencies for compound events
Statistics and probability,Probability,Estimating probabilities of compound events,Applying and interpreting the addition rule of probability i.e. P(A or B) = P(A) + P(B) – P(A and B)
Statistics and probability,Probability,Estimating probabilities of compound events,Applying and interpreting the multiplication rule of probability i.e. P(A and B) = P(A)P(B|A) = P(B)P(A|B)
Statistics and probability,Probability,Estimating probabilities of compound events,Applying multiple rules of probability to solve real-life problems
Statistics and probability,Probability,Estimating probabilities of compound events,Counting and finding permutations (including using the formula)
Statistics and probability,Probability,Estimating probabilities of compound events,Using permutations to compute probabilities of compound events and solve problems
Statistics and probability,Probability,Estimating probabilities of compound events,Counting and finding combinations (including using the formula)
Statistics and probability,Probability,Estimating probabilities of compound events,Using combinations to compute probabilities of compound events and solve problems
Statistics and probability,Probability,Estimating probabilities of compound events,Using a mix of permutations and combinations to solve problems related to probability
Statistics and probability,Probability,Understanding and applying conditional probability,Defining conditional probability
Statistics and probability,Probability,Understanding and applying conditional probability,recognizing and explaining the concept of conditional probability in daily language and situations
Statistics and probability,Probability,Understanding and applying conditional probability,Using a two-way table as a sample space to approximate conditional probabilities
Statistics and probability,Probability,Understanding and applying conditional probability,Finding the conditional probability of one event given another event
Statistics and probability,Probability,Understanding and applying conditional probability,Interpreting the independence of two events in terms of conditional probability
Statistics and probability,Probability,Understanding and using probability distributions,Defining a random variable for a quantity of interest
Statistics and probability,Probability,Understanding and using probability distributions,Graphing probability distributions
Statistics and probability,Probability,Understanding and using probability distributions,Calculating and interpreting the expected value of a random variable
Statistics and probability,Probability,Understanding and using probability distributions,Developing a probability distribution for a random variable for which theoretical probabilities can be calculated
Statistics and probability,Probability,Understanding and using probability distributions,Developing a probability distribution for a random variable for which experimental probabilities can be calculated (including binomial distribution)
Reasoning and logic,General reasoning,Understanding and applying different types of reasoning,Using inductive reasoning
Reasoning and logic,General reasoning,Understanding and applying different types of reasoning,Making and testing conjectures (including counterexamples)
Reasoning and logic,General reasoning,Understanding and applying different types of reasoning,Using the law of detachment (deductive reasoning)
Reasoning and logic,General reasoning,Understanding and applying different types of reasoning,Using the law of syllogism (deductive reasoning)
Reasoning and logic,General reasoning,Understanding and applying different types of reasoning,Comparing inductive and deductive reasoning
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Writing a conditional statement
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Negating a conditional statement
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Writing the converse of a conditional statement
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Writing the inverse of a conditional statement
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Writing the contrapositive of a conditional statement
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Writing a biconditional statement
Reasoning and logic,Verbal reasoning,Understanding conditional statements,Constructing truth tables based on different statements
Reasoning and logic,Geometric reasoning,"Reasoning with points, lines and planes","Identifying postulates involving points, lines and planes"
Reasoning and logic,Geometric reasoning,"Reasoning with points, lines and planes","Sketching and interpreting diagrams involving points, lines and planes"
Reasoning and logic,Geometric reasoning,Using properties of equality with segments and angles,Using the reflexive property of equality
Reasoning and logic,Geometric reasoning,Using properties of equality with segments and angles,Using the symmetric property of equality
